날짜,리뷰,평점
"Pogino1, 10/29/20172017ToyotaRAV4XLE 4dr SUV (2.5L 4cyl 6A)","Rough, hard, unconfortable ride, hard and stiff suspension. Slow pickup, too high center of gravity. Poorest features. Cloth instead of rubber mat and cargo mat. No door edge protection. Poor cloth trim. Nice alloy wheels. Cheap small cargo lights.
Very far features from Toyota Camry LE 2011 and Camry LE 2014.

I am very disappointed with Toyota. I bought Toyota Camry 2011 brand new - excellent car, great ride and very reliable. I bought  another Toyota Camry 2014 brand new- semi excellent car. Reliable but 2011 Camry was better. I am a Toyota loyalist!!!
So bought another Toyota this time a 2017 RAV4.  This car is so bad and way far below from 2 Toyota Camry's that I have bought from 2011.  This is the ugliest and worst features a Toyota car that I have. 

 From a new owners point of view, I wish I did not buy this and I will not buy another Toyota anymore. Not recommend Toyota to my friends.

Last service experience 2017 at Toyota Auto nation for my 2014 Toyota.  Just came in to replace one tire that had a puncture
At the left front tire and an oil and filter change. Seems simple for one hour job!

All my four tires were still good and still had a lot of traction and treads on all my four tires. Instead I was being sold by Oscar to buy four new Michelin tires for about $755 installed.  I felt there was something fishy and untrue to what he was saying about my tires. He was very insistent to sell the new tires. Something dishonest so I declined.

Instead of a mere 1 hour for an oil and filter change it took almost 3 hours and I wondered what they were doing? Oscar told me they were fixing it.  

Guess what, after I declined to buy tires from Oscar, after waiting 3 hours, when I returned home
I found the left front tire that had a puncture was now in the left rear and I found the 3 other new tires that I had
Has been replaced by Toyota with 3 old tires with very minimum tire treads. 

What a service. What a disappointment. What a dishonesty. What a bunch of thieves. I lost sleep over it and I am sure they will deny it so what's the point of dealing with dishonest service shop.  So I went to another shop to buy all four new tires aligned and installed for only $640. I was very happy with this shop. I was very angry with Toyota and will never buy from them again.",1 out of 5 stars
"Sandy M, 10/26/20172017ToyotaRAV4XLE 4dr SUV AWD (2.5L 4cyl 6A)","It is comfortable with lots of leg room front and back. It’s disappointing that for the XLE model there are no power seats, power lift gate (trunk door), and no power tilt outside mirrors when going in reverse. The infotainment is confusing and time consuming for programming. The ride is kind of noisy at about 50 mph. However, suspension is soft and ride nicely.",5 out of 5 stars
"Steven, 09/11/2017updated10/24/20172017ToyotaRAV4Limited 4dr SUV (2.5L 4cyl 6A)","Toyota's Pre Collision System is not reliable.  The emergency brake system will beep you, however, the PCS will not reduce or stop for you.  At night, it gets worse, the radar will not detect vehicle in front of you most of the time.  If a vehicle in front of you is moving forward even an one mph, and you are approaching at low or high speed, the Toyota PCS will not even warn you.  The PCS beeps under several conditions only:  the vehicle in front of you is complete stop position, and it has to be daytime, if you are approaching at about 20 mph, the pcs will sometimes beeps you about within 20 - 25 feet away from the vehicle in front of you, which in real world, the distance and the reaction time to take action may be too short for the average people to react and it won't avoid collision. The rear vent A/C panel is located on front dashboard, very inefficient, most of other automakers rear vent a/c is located by rear side of center console compartment.  The master window switch compartment has only one button is illuminated; the driver side, all other has no lights, makes hard to find switches at night time.  The flooring material is made of cheap fabric, feels like made of thin cardboard like material, easy to ripped off and not durable.  The led headlight is not brighter than regular halogen bulb.  I do not see any advantage of led brightness.  The interior such as dashboard and overall design is made of hard plastic and overall interior quality is below average, compare to Nissan Rogue, Honda CR-V, Subaru Forester, Mazda CX-5, Hyundai Tucson and etc.... 

The acceleration, steering handling, ride comfort, cabin noise levels are good and acceptable. The Navigation system map is bit confusing in terms of display, this maybe cause I've been using Garmin System for many years.",2 out of 5 stars
"Stefen, 10/23/20172017ToyotaRAV4Platinum 4dr SUV (2.5L 4cyl 6A)","Great compact SUV. If you are looking for a fast SUV it's not but it is adequate. It is has all the amenities you could ask for, full of safety features, is comfortable, quiet, gets pretty good gas mileage and has plenty of cargo space. I haven't owned for long but think it is probably a very reliable vehicle as most Toyotas are.",4 out of 5 stars
"JMckenzie, 09/24/20172017ToyotaRAV4Limited 4dr SUV AWD (2.5L 4cyl 6A)",Toyota fraudulently claims a 15.9  gallon fuel tank but you can only use 12.9. They advertise well over 400 miles on a full tank but your lucky if you even get 3. I brought vehicle to Toyota several times and they say it will get better. WRONG ! I wish I bought a Chevy Equinox. I'm disappointed in Toyota. I thought they cared about their customers and stood by their products,3 out of 5 stars
"Pennijean Savage, 09/24/20172017ToyotaRAV4LE 4dr SUV (2.5L 4cyl 6A)",So far I'm very happy with this car.  Only have 400+ miles on it so can't make much comment.,5 out of 5 stars
"catherine, 09/21/20172017ToyotaRAV4LE 4dr SUV (2.5L 4cyl 6A)",the car is good on gas and the warranty is very good. people all very nice there there at Handys the sale man that I have got 3 trucks and 3 cars from Ali is great and so is there service department love this new car so far the other were all great.,5 out of 5 stars
"Cardenas, 09/21/20172017ToyotaRAV4XLE 4dr SUV (2.5L 4cyl 6A)",This car is super comfortable and reliable. We love it. So roomy inside and nice outside.,5 out of 5 stars
"Mary H, 09/17/20172017ToyotaRAV4XLE 4dr SUV (2.5L 4cyl 6A)","I love everything about this vehicle. My one complaint is that the navigation system requires being connected to a smart phone, and the scout navigation system uses your phone data rather than satellite as my last vehicle did. This may be costly during long trips.",5 out of 5 stars
"Eric T, 09/14/20172017ToyotaRAV4LE 4dr SUV (2.5L 4cyl 6A)","Finally, a SUV that is fun to drive! Listen, if you're looking at that SUV purchase as being vaguely one step up from the nightmare of a mini van, and you really want something that feels sporty and fun to drive, check out the 2017 Toyota RAV4! Put that mother in sport mode, move the shift lever over to manual, pick a chump at a stoplight and give him something to think about while you smoke him and laugh hysterically! It's just that fun! You'll think you bought the Beamer instead! :)  And, once you're up to highway speed, set the radar-controlled cruise control and prepare to be really impressed at how well it helps you keep a safe distance from the car in front of you. The entertainment options and vehicle information displays are great, too! Don't pass it by!",5 out of 5 stars
"Vodkaman, 09/02/20172017ToyotaRAV4SE 4dr SUV (2.5L 4cyl 6A)","For about $26k, my Rav4 SE has been wonderful.  It's comfortable (even with the stiffer suspension), accelerates and stops o.k, is quiet, comfortable and the safety features are outstanding.  For $10K less or more than the Highlander, it is close in many measures.  I'm very pleased with my purchase of my commuter car.  Why pay $9k more for a Lexus NX that requires premium fuel?",5 out of 5 stars
"Dave A, 08/21/20172017ToyotaRAV4Platinum 4dr SUV AWD (2.5L 4cyl 6A)","The audio system in this vehicle is the worst out of any vehicle I have ever owned. Entune audio plus with JBL speakers, has a problem which Toyota will not acknowledge. You cannot hear any sound from the rear speakers. I took the car in to have it checked only to be told it was working . The service manager listened to it and agreed . He searched Toyotas website for any info and  came up blank. He looked for another car in inventory with the same radio number to compare it to and it was the same. He said he would search further and get back to me. I searched the net only to find out this has been a problem since 2014 that Toyota won't acknowledge. Also the LDA(Lane Departure Alert) warning can't be heard. I was told there is no volume adjustment. Why won't Toyota fix their problems?",3 out of 5 stars
"cyclocrossboy, 08/12/20172017ToyotaRAV4LE 4dr SUV AWD (2.5L 4cyl 6A)","Okay I drive a Subaru WRX, my wife a Crosstrek, my son a Outback and in the base a Legacy.  So from that POV on a recent trip I rented a Toyota RAV4 for an two week hiking trip in the Northwest to Mt Hood, Mt Rainer and Mt Olympia; I would be traveling on a number of dirt back roads and wanted an SUV.  Lets start with the positive.  The vehicle was new... it had less the 5 k miles and still had the new car smell.  The storage was more than adequate for our back country gear.  The AC was good and the controls were generally intuitive except for the A/B Odometer control.  Now for what I did not like.  Even though this is an AWD vehicle it drives like a FWD vehicle; the torque steer is quite noticeable on acceleration.  The handling is very vague not crips like I'm use to with the Subaru's I've driven; cornering at speed can be disconcerting.  Braking is fine.  Many speak of the advantage of the height of an SUV but I found the nose of the RAV4 hiding what was directly in front of me.  Now the rear view camera was a disappointment; the guidelines superimposed on the image were off and placed my too close to surrounding vehicles.  As for the transmission, I found myself having to manually set the gear on back roads because it was constantly switching between gears or lacked need power to get up the steep inclines.  So in a nut shell I really wish I had rented a Subaru Outback because the handling, and power delivery are superior.",3 out of 5 stars
